ts,price,Q,C,P_BE,phase,stage,H,F,tau,p_lock,next_ladder_idx,TP_base,btd_armed,sah_armed
2025-11-28 16:44:00+00:00,467.8,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 16:45:00+00:00,466.35,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 16:46:00+00:00,466.33,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 16:47:00+00:00,466.71,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 16:48:00+00:00,467.05,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 16:49:00+00:00,466.64,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 16:50:00+00:00,466.08,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 16:51:00+00:00,465.96,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 16:52:00+00:00,467.0,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 16:53:00+00:00,467.25,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 16:54:00+00:00,467.41,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 16:55:00+00:00,466.82,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 16:56:00+00:00,466.11,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 16:57:00+00:00,465.11,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 16:58:00+00:00,465.6,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 16:59:00+00:00,465.4,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:00:00+00:00,465.89,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:01:00+00:00,464.88,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:02:00+00:00,465.72,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:03:00+00:00,465.63,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:04:00+00:00,464.11,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:05:00+00:00,465.1,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:06:00+00:00,465.35,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:07:00+00:00,465.17,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:08:00+00:00,464.6,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:09:00+00:00,465.44,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:10:00+00:00,466.96,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:11:00+00:00,466.37,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:12:00+00:00,466.34,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:13:00+00:00,465.92,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:14:00+00:00,465.42,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:15:00+00:00,465.48,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:16:00+00:00,464.85,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:17:00+00:00,466.46,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:18:00+00:00,466.09,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:19:00+00:00,465.96,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:20:00+00:00,465.23,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:21:00+00:00,465.09,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:22:00+00:00,464.99,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:23:00+00:00,465.68,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:24:00+00:00,465.4,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:25:00+00:00,465.19,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:26:00+00:00,465.07,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:27:00+00:00,464.61,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:28:00+00:00,464.32,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:29:00+00:00,463.71,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:30:00+00:00,464.53,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:31:00+00:00,464.84,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:32:00+00:00,464.32,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:33:00+00:00,463.85,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:34:00+00:00,463.18,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:35:00+00:00,462.06,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:36:00+00:00,462.49,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:37:00+00:00,461.96,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:38:00+00:00,462.35,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:39:00+00:00,462.9,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:40:00+00:00,463.43,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:41:00+00:00,463.66,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:42:00+00:00,462.79,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:43:00+00:00,462.48,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:44:00+00:00,462.61,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:45:00+00:00,462.11,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:46:00+00:00,461.94,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:47:00+00:00,460.75,0.0,0.0,,ACCUMULATE,0,,,0.0,0.0,1,,False,False
2025-11-28 17:48:00+00:00,459.57,0.21603079018488996,99.09899999999999,459.18546200427915,ACCUMULATE,0,,459.4150547352813,0.0,0.0,1,468.36917124436474,False,False
2025-11-28 17:49:00+00:00,458.95,0.21603079018488996,99.09899999999999,459.18546200427915,ACCUMULATE,0,,459.4150547352813,0.0,0.0,1,468.36917124436474,False,False
2025-11-28 17:50:00+00:00,459.21,0.21603079018488996,99.09899999999999,459.18546200427915,ACCUMULATE,0,,459.4150547352813,0.0,0.0,1,468.36917124436474,False,False
2025-11-28 17:51:00+00:00,458.63,0.21603079018488996,99.09899999999999,459.18546200427915,ACCUMULATE,0,,459.4150547352813,0.0,0.0,1,468.36917124436474,False,False
2025-11-28 17:52:00+00:00,459.62,0.21603079018488996,99.09899999999999,459.18546200427915,ACCUMULATE,0,,459.4150547352813,0.0,0.0,1,468.36917124436474,False,False
2025-11-28 17:53:00+00:00,458.88,0.21603079018488996,99.09899999999999,459.18546200427915,ACCUMULATE,0,,459.4150547352813,0.0,0.0,1,468.36917124436474,False,False
2025-11-28 17:54:00+00:00,458.49,0.21603079018488996,99.09899999999999,459.18546200427915,ACCUMULATE,0,,459.4150547352813,0.0,0.0,1,468.36917124436474,False,False
2025-11-28 17:55:00+00:00,457.53,0.4322247303200557,198.19799999999998,459.01213530629525,ACCUMULATE,0,,459.24164137394837,0.0,0.0,1,468.19237801242116,False,False
2025-11-28 17:56:00+00:00,459.24,0.6484186704552214,297.29699999999997,458.9543888143577,ACCUMULATE,0,,459.1838660087648,0.0,0.0,1,468.1334765906449,False,False
2025-11-28 17:57:00+00:00,459.42,0.6484186704552214,297.29699999999997,458.9543888143577,ACCUMULATE,0,,459.1838660087648,0.0,0.0,1,468.1334765906449,False,False
2025-11-28 17:58:00+00:00,458.84,0.6484186704552214,297.29699999999997,458.9543888143577,ACCUMULATE,0,,459.1838660087648,0.0,0.0,1,468.1334765906449,False,False
2025-11-28 17:59:00+00:00,457.91,0.6484186704552214,297.29699999999997,458.9543888143577,ACCUMULATE,0,,459.1838660087648,0.0,0.0,1,468.1334765906449,False,False
2025-11-28 18:00:00+00:00,458.11,0.6484186704552214,297.29699999999997,458.9543888143577,ACCUMULATE,0,,459.1838660087648,0.0,0.0,1,468.1334765906449,False,False
2025-11-28 18:01:00+00:00,457.79,0.6484186704552214,297.29699999999997,458.9543888143577,ACCUMULATE,0,,459.1838660087648,0.0,0.0,1,468.1334765906449,False,False
2025-11-28 18:02:00+00:00,457.47,0.6484186704552214,297.29699999999997,458.9543888143577,ACCUMULATE,0,,459.1838660087648,0.0,0.0,1,468.1334765906449,False,False
2025-11-28 18:03:00+00:00,456.66,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:04:00+00:00,457.06,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:05:00+00:00,457.26,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:06:00+00:00,458.55,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:07:00+00:00,459.42,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:08:00+00:00,459.0,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:09:00+00:00,459.4,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:10:00+00:00,460.67,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:11:00+00:00,460.74,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:12:00+00:00,460.59,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:13:00+00:00,460.65,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:14:00+00:00,460.85,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:15:00+00:00,461.49,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:16:00+00:00,460.16,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:17:00+00:00,459.66,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:18:00+00:00,459.22,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:19:00+00:00,458.86,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:20:00+00:00,459.63,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:21:00+00:00,459.55,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:22:00+00:00,458.94,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:23:00+00:00,459.29,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:24:00+00:00,458.09,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:25:00+00:00,458.74,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:26:00+00:00,458.79,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:27:00+00:00,458.56,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:28:00+00:00,459.43,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:29:00+00:00,459.57,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:30:00+00:00,458.45,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:31:00+00:00,456.56,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:32:00+00:00,457.72,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:33:00+00:00,457.79,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:34:00+00:00,457.15,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:35:00+00:00,457.25,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:36:00+00:00,456.66,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:37:00+00:00,456.75,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:38:00+00:00,457.41,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:39:00+00:00,457.6,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:40:00+00:00,457.58,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:41:00+00:00,458.05,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:42:00+00:00,457.46,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:43:00+00:00,457.28,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:44:00+00:00,456.68,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:45:00+00:00,457.78,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:46:00+00:00,458.04,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:47:00+00:00,457.35,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:48:00+00:00,457.54,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:49:00+00:00,458.13,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:50:00+00:00,457.62,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:51:00+00:00,457.6,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:52:00+00:00,457.35,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:53:00+00:00,457.7,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:54:00+00:00,456.57,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:55:00+00:00,456.88,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:56:00+00:00,456.94,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:57:00+00:00,456.97,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:58:00+00:00,456.77,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 18:59:00+00:00,457.69,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 19:00:00+00:00,458.85,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 19:01:00+00:00,460.05,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 19:02:00+00:00,459.8,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 19:03:00+00:00,459.14,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 19:04:00+00:00,458.8,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 19:05:00+00:00,459.74,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 19:06:00+00:00,458.92,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 19:07:00+00:00,457.99,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 19:08:00+00:00,458.03,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 19:09:00+00:00,458.09,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 19:10:00+00:00,458.12,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 19:11:00+00:00,458.55,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
2025-11-28 19:12:00+00:00,459.12,0.7868354044846986,360.5180526315789,458.6460262289328,ACCUMULATE,0,,458.8753492420472,0.0,0.0,2,467.81894675351145,False,False
